,name,lng,lat,oficina_principal,totalOffices,category_code,number_of_employees,founded_year,total_money_raised,ciudad
4407,SocialPlane,-77.469076,37.569607,"{'type': 'Point', 'coordinates': [-77.469076, 37.569607]}",1,other,2,2009.0,0.0,Richmond
4408,CxT Group,-83.319932,42.605626,"{'type': 'Point', 'coordinates': [-83.319932, 42.605626]}",2,software,9,2004.0,0.0,Bloomfield Hills
4409,EBR Systems,-122.033741,37.390233,"{'type': 'Point', 'coordinates': [-122.033741, 37.390233]}",1,biotech,16,2003.0,61000000.0,Sunnyvale
4410,Blackbaud,-79.91832,32.869699,"{'type': 'Point', 'coordinates': [-79.91832, 32.869699]}",1,software,2200,1981.0,0.0,Charleston
4411,Centic,10.3947844,55.3581088,"{'type': 'Point', 'coordinates': [10.3947844, 55.3581088]}",1,software,3,2008.0,0.0,Odense S
4412,skobbler,10.0115926,53.5771514,"{'type': 'Point', 'coordinates': [10.0115926, 53.5771514]}",1,mobile,70,2008.0,0.0,Berlin
4413,Without Software,-79.3588278,43.6509601,"{'type': 'Point', 'coordinates': [-79.3588278, 43.6509601]}",1,software,3,2007.0,0.0,"Toronto, ON"
4414,t3leads,-118.457632,34.152011,"{'type': 'Point', 'coordinates': [-118.457632, 34.152011]}",1,enterprise,55,2004.0,0.0,Sherman Oaks
4415,design presentation,-74.651262,40.364045,"{'type': 'Point', 'coordinates': [-74.651262, 40.364045]}",1,other,50,1982.0,0.0,Princeton
4416,QxMD Software,-123.1139268,49.261226,"{'type': 'Point', 'coordinates': [-123.1139268, 49.261226]}",1,mobile,6,2009.0,0.0,"Vancouver, British Columbia"
4417,MARS media,4.9549211,52.2986042,"{'type': 'Point', 'coordinates': [4.9549211, 52.2986042]}",1,ecommerce,10,2007.0,0.0,Amsterdam
4418,LEADshare,2.3509871,48.8566667,"{'type': 'Point', 'coordinates': [2.3509871, 48.8566667]}",1,ecommerce,9,2004.0,0.0,Paris
4419,expertnews,9.9819779,53.5688101,"{'type': 'Point', 'coordinates': [9.9819779, 53.5688101]}",1,web,1,2009.0,0.0,Hamburg
4420,Pro-Technologies,73.000806,33.6806501,"{'type': 'Point', 'coordinates': [73.000806, 33.6806501]}",1,consulting,5,2001.0,0.0,Islamabad
4421,greenstar media labs,-75.163808,39.951639,"{'type': 'Point', 'coordinates': [-75.163808, 39.951639]}",1,consulting,1,2005.0,0.0,Philadelphia
4422,WiFilez,-74.005661,40.734331,"{'type': 'Point', 'coordinates': [-74.005661, 40.734331]}",1,,3,2002.0,0.0,New York
4423,Internet Marketing Consultant,144.134544,-37.307999,"{'type': 'Point', 'coordinates': [144.134544, -37.307999]}",1,,2,2001.0,0.0,Hepburn Springs
4424,InfTek,-78.7412642,35.7522668,"{'type': 'Point', 'coordinates': [-78.7412642, 35.7522668]}",2,network_hosting,14,2004.0,0.0,Cary
4425,Rue89,2.3935987,48.8711089,"{'type': 'Point', 'coordinates': [2.3935987, 48.8711089]}",1,news,20,2007.0,2076439.9999367723,
4426,Flaggpole,-122.347276,47.620973,"{'type': 'Point', 'coordinates': [-122.347276, 47.620973]}",1,web,4,2009.0,0.0,Seattle
4427,Pixlr,18.0644881,59.3327881,"{'type': 'Point', 'coordinates': [18.0644881, 59.3327881]}",1,software,2,2008.0,0.0,Stockholm
4428,Storan Technologies,-90.585513,38.766704,"{'type': 'Point', 'coordinates': [-90.585513, 38.766704]}",1,,14,,0.0,Saint Louis
4429,ReferenceBot,-80.0520862,26.706239,"{'type': 'Point', 'coordinates': [-80.0520862, 26.706239]}",1,web,1,2009.0,0.0,West Palm Beach
4430,Topsy Labs,-122.419204,37.775196,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",1,analytics,45,2007.0,35200000.0,San Francisco
4431,Simply Good Media,-74.032177,40.726517,"{'type': 'Point', 'coordinates': [-74.032177, 40.726517]}",1,web,4,2006.0,0.0,Jersey City
4432,Zensify,-0.146659,51.4940757,"{'type': 'Point', 'coordinates': [-0.146659, 51.4940757]}",1,web,11,2006.0,0.0,London
4433,YEAONAY,-73.9952442,40.751234,"{'type': 'Point', 'coordinates': [-73.9952442, 40.751234]}",1,web,1,2007.0,0.0,New York
4434,LaudonTech,-122.845783,49.198812,"{'type': 'Point', 'coordinates': [-122.845783, 49.198812]}",1,consulting,10,1992.0,0.0,Surrey
4435,Vaultive,-74.011114,40.707954,"{'type': 'Point', 'coordinates': [-74.011114, 40.707954]}",1,security,25,2009.0,11000000.0,New York
4436,Digium,-86.6917016,34.7165112,"{'type': 'Point', 'coordinates': [-86.6917016, 34.7165112]}",1,public_relations,120,1999.0,13800000.0,Huntsville
4437,Etix,-78.8139,35.83565,"{'type': 'Point', 'coordinates': [-78.8139, 35.83565]}",1,ecommerce,85,1999.0,1000000.0,Morrisville
4438,Yoostar,-73.986951,40.756054,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}",2,games_video,40,2007.0,0.0,New York
4439,The Resumator,-80.001933,40.438423,"{'type': 'Point', 'coordinates': [-80.001933, 40.438423]}",1,software,40,2009.0,2980000.0,Pittsburgh
4440,CorrectNet,-73.254767,40.808322,"{'type': 'Point', 'coordinates': [-73.254767, 40.808322]}",1,analytics,34,1997.0,3370000.0,Hauppauge
4441,Partners Marketing Group,-84.549924,34.0138861,"{'type': 'Point', 'coordinates': [-84.549924, 34.0138861]}",1,advertising,4,2001.0,0.0,Marietta
4442,Autoquake,-0.172364,51.543337,"{'type': 'Point', 'coordinates': [-0.172364, 51.543337]}",1,ecommerce,100,2005.0,39900000.0,London
4443,Sponty,-71.0814466,42.3672873,"{'type': 'Point', 'coordinates': [-71.0814466, 42.3672873]}",1,web,10,2008.0,0.0,Cambridge
4444,2 Minutes,2.3698033,48.8502056,"{'type': 'Point', 'coordinates': [2.3698033, 48.8502056]}",1,games_video,105,2000.0,1660000.0,Paris
4445,Netsonda Research,-9.1497216,38.7148364,"{'type': 'Point', 'coordinates': [-9.1497216, 38.7148364]}",1,consulting,8,2000.0,794000.0,Lisbon
4446,Funnela,16.8489579,52.298342,"{'type': 'Point', 'coordinates': [16.8489579, 52.298342]}",1,software,2,2008.0,0.0,PoznaÅ„
4447,HashCube,77.5857168,12.910491,"{'type': 'Point', 'coordinates': [77.5857168, 12.910491]}",1,games_video,5,2008.0,0.0,
4448,Carrier Mobile,-83.7422325,42.2802707,"{'type': 'Point', 'coordinates': [-83.7422325, 42.2802707]}",1,mobile,0,2009.0,10000.0,Ann Arbor
4449,Sofa Labs,-122.3229235,37.5646055,"{'type': 'Point', 'coordinates': [-122.3229235, 37.5646055]}",1,social,5,2009.0,1200000.0,San Mateo
4450,AppUseful,-97.7389543,30.2961708,"{'type': 'Point', 'coordinates': [-97.7389543, 30.2961708]}",1,web,7,2009.0,0.0,Austin
4451,ooze,-58.3714797,-34.6200334,"{'type': 'Point', 'coordinates': [-58.3714797, -34.6200334]}",1,other,8,2007.0,0.0,Buenos Aires
4452,Farmsphere,-58.3716806,-34.6175545,"{'type': 'Point', 'coordinates': [-58.3716806, -34.6175545]}",1,enterprise,7,2008.0,0.0,Mountain View
4453,WebPurify,-118.243425,34.052187,"{'type': 'Point', 'coordinates': [-118.243425, 34.052187]}",1,other,5,2007.0,0.0,Los Angeles
4454,Selteco,-88.034017,42.062816,"{'type': 'Point', 'coordinates': [-88.034017, 42.062816]}",3,software,5,1999.0,0.0,Schaumburg
4455,smeepe,8.5225383,47.1925452,"{'type': 'Point', 'coordinates': [8.5225383, 47.1925452]}",1,,4,2008.0,0.0,Baar
4456,Aventure Events,1.8456964,48.6849631,"{'type': 'Point', 'coordinates': [1.8456964, 48.6849631]}",1,public_relations,15,1990.0,0.0,Le Perray en Yvelines
4457,1Scan,0.3048195,51.6243061,"{'type': 'Point', 'coordinates': [0.3048195, 51.6243061]}",1,other,2,2004.0,0.0,Brentwood
4458,College Art Online,-111.941542,33.519503,"{'type': 'Point', 'coordinates': [-111.941542, 33.519503]}",1,ecommerce,2,2009.0,0.0,Paradise Valley
4459,DB Pros,-74.52216,40.875687,"{'type': 'Point', 'coordinates': [-74.52216, 40.875687]}",1,consulting,1,2006.0,0.0,Denville
4460,Undead Code Studios,-3.9980485,40.6367104,"{'type': 'Point', 'coordinates': [-3.9980485, 40.6367104]}",1,games_video,5,2009.0,0.0,Madrid
4461,Fliptop,-122.419209,37.775206,"{'type': 'Point', 'coordinates': [-122.419209, 37.775206]}",1,enterprise,16,2010.0,6790000.0,San Francisco
4462,MetroLyrics,-122.9145936,49.2608279,"{'type': 'Point', 'coordinates': [-122.9145936, 49.2608279]}",1,web,18,2004.0,0.0,"Vancouver, British Columbia"
4463,SchoolRack,-118.4221519,34.0386656,"{'type': 'Point', 'coordinates': [-118.4221519, 34.0386656]}",1,other,5,2003.0,0.0,Los Angeles
4464,InteliCloud,-117.86595,33.658546,"{'type': 'Point', 'coordinates': [-117.86595, 33.658546]}",1,network_hosting,40,2007.0,3420000.0,Newport Beach
4465,Cokidoo,-8.5089455,42.8995162,"{'type': 'Point', 'coordinates': [-8.5089455, 42.8995162]}",2,other,4,2009.0,0.0,Santiago de Compostela
4466,teamr,-117.2646723,32.9956666,"{'type': 'Point', 'coordinates': [-117.2646723, 32.9956666]}",1,web,3,,0.0,San Diego
4467,Hara,-122.169472,37.48413,"{'type': 'Point', 'coordinates': [-122.169472, 37.48413]}",1,enterprise,60,2008.0,45000000.0,San Mateo
4468,efectividads,-0.3574186,39.4862314,"{'type': 'Point', 'coordinates': [-0.3574186, 39.4862314]}",1,advertising,4,2007.0,0.0,"Paterna, Valencia"
4469,TypeFrag,-81.693716,41.499713,"{'type': 'Point', 'coordinates': [-81.693716, 41.499713]}",1,network_hosting,18,2003.0,0.0,Mayfield Heights
4470,Atmel,-121.877636,37.320052,"{'type': 'Point', 'coordinates': [-121.877636, 37.320052]}",1,semiconductor,6000,1984.0,0.0,San Jose
4471,IndiaOnAPage,77.6101165,12.9164537,"{'type': 'Point', 'coordinates': [77.6101165, 12.9164537]}",1,software,8,2009.0,0.0,Bangalore
4472,barcoo,13.3918223,52.5235679,"{'type': 'Point', 'coordinates': [13.3918223, 52.5235679]}",1,mobile,12,2008.0,0.0,Berlin
4473,Driven Action,115.90154,-31.91998,"{'type': 'Point', 'coordinates': [115.90154, -31.91998]}",1,consulting,47,2007.0,0.0,Nashville
4474,White House Business Solutions,80.2519224,13.080128,"{'type': 'Point', 'coordinates': [80.2519224, 13.080128]}",1,software,300,1999.0,0.0,Chennai
4475,Nalts Consulting,-75.1135236,40.3113504,"{'type': 'Point', 'coordinates': [-75.1135236, 40.3113504]}",1,consulting,1,2009.0,0.0,Doylestown
4476,VISup,9.2114266,45.4650967,"{'type': 'Point', 'coordinates': [9.2114266, 45.4650967]}",1,software,8,2007.0,39497.4999987973,MILANO
4477,Altera,-121.9369827,37.4000693,"{'type': 'Point', 'coordinates': [-121.9369827, 37.4000693]}",1,semiconductor,2760,1983.0,0.0,San Jose
4478,Hands,-43.1778306,-22.9063829,"{'type': 'Point', 'coordinates': [-43.1778306, -22.9063829]}",2,mobile,22,1999.0,0.0,Rio de Janeiro
4479,ArtNeighbor,-73.9918181,40.7489381,"{'type': 'Point', 'coordinates': [-73.9918181, 40.7489381]}",1,web,5,2009.0,0.0,New York City
4480,ParableSoft,-82.4992,27.952334,"{'type': 'Point', 'coordinates': [-82.4992, 27.952334]}",1,software,3,2007.0,0.0,Tampa
4481,Pacific Coast Information Systems,-123.1208184,49.2876045,"{'type': 'Point', 'coordinates': [-123.1208184, 49.2876045]}",1,security,15,1995.0,0.0,Vancouver
4482,pingVision,-105.2387032,40.0146417,"{'type': 'Point', 'coordinates': [-105.2387032, 40.0146417]}",1,consulting,16,2006.0,0.0,Boulder
4483,RentShout,-120.619506,35.1214086,"{'type': 'Point', 'coordinates': [-120.619506, 35.1214086]}",1,advertising,5,2009.0,0.0,Grover Beach
4484,Sunrun,-122.4041075,37.7871306,"{'type': 'Point', 'coordinates': [-122.4041075, 37.7871306]}",1,cleantech,180,2007.0,337000000.0,San Francisco
4485,Primediart,88.40286,22.5985389,"{'type': 'Point', 'coordinates': [88.40286, 22.5985389]}",1,software,10,2008.0,0.0,Kolkata
4486,Merchantrms,-79.2354377,43.7896181,"{'type': 'Point', 'coordinates': [-79.2354377, 43.7896181]}",1,ecommerce,117,2005.0,0.0,Toronto
4487,Kwaga,2.3389864,48.8318497,"{'type': 'Point', 'coordinates': [2.3389864, 48.8318497]}",1,messaging,10,2008.0,2426274.9999261196,Paris
4488,TOFA - Token of Appreciation,-80.0590804,26.6188279,"{'type': 'Point', 'coordinates': [-80.0590804, 26.6188279]}",1,other,5,2008.0,0.0,Lake Worth
4489,ClickFuel,-71.0680027,42.3406534,"{'type': 'Point', 'coordinates': [-71.0680027, 42.3406534]}",1,advertising,20,2009.0,9000000.0,Burlington
4490,sipgate,-122.4020588,37.7919639,"{'type': 'Point', 'coordinates': [-122.4020588, 37.7919639]}",1,public_relations,4,2008.0,0.0,San Francisco
4491,Taking IT Mobile Data Solutions,-79.3914819,43.8519755,"{'type': 'Point', 'coordinates': [-79.3914819, 43.8519755]}",1,other,3,2008.0,0.0,Richmond Hill
4492,Don't Blink Design,-118.492268,34.019122,"{'type': 'Point', 'coordinates': [-118.492268, 34.019122]}",2,consulting,6,2004.0,0.0,Santa Monica
4493,Movip,-9.135517,38.7071631,"{'type': 'Point', 'coordinates': [-9.135517, 38.7071631]}",1,web,2,2009.0,0.0,Lisbon
4494,ekidnaworld,153.033686,-27.4574861,"{'type': 'Point', 'coordinates': [153.033686, -27.4574861]}",1,games_video,10,2010.0,0.0,Queensland
4495,Ergon Informatik,8.5534151,47.3639548,"{'type': 'Point', 'coordinates': [8.5534151, 47.3639548]}",1,software,100,1984.0,0.0,Zurich
4496,Schway,-0.1361616,51.519816,"{'type': 'Point', 'coordinates': [-0.1361616, 51.519816]}",1,ecommerce,5,2007.0,0.0,London
4497,IntraWorlds,11.6018493,48.1162965,"{'type': 'Point', 'coordinates': [11.6018493, 48.1162965]}",4,software,40,2002.0,0.0,Munich
4498,Roundthird,-90.319021,38.633586,"{'type': 'Point', 'coordinates': [-90.319021, 38.633586]}",1,games_video,3,2003.0,0.0,St. Louis
4499,Parse3,-74.3598933,41.2556114,"{'type': 'Point', 'coordinates': [-74.3598933, 41.2556114]}",1,software,24,1997.0,0.0,Warwick
4500,mTrip,-73.57236,45.503971,"{'type': 'Point', 'coordinates': [-73.57236, 45.503971]}",1,mobile,7,2009.0,0.0,Montreal
4501,Capture the Market,-96.916033,32.896145,"{'type': 'Point', 'coordinates': [-96.916033, 32.896145]}",1,other,15,2005.0,0.0,Dallas
4502,Gravity,-118.489681,34.007967,"{'type': 'Point', 'coordinates': [-118.489681, 34.007967]}",1,advertising,12,2009.0,20600000.0,Santa Monica
4503,MarketsandMarkets,-75.5475795,39.7488163,"{'type': 'Point', 'coordinates': [-75.5475795, 39.7488163]}",1,other,250,2008.0,0.0,Wilmington
4504,Chicisimo,-2.9308322,43.264499,"{'type': 'Point', 'coordinates': [-2.9308322, 43.264499]}",1,fashion,4,2010.0,800000.0,Bilbao
4505,scoyo,9.9490139,53.5622698,"{'type': 'Point', 'coordinates': [9.9490139, 53.5622698]}",1,games_video,13,2009.0,0.0,Hamburg
4506,oobgolf,-76.886365,40.949783,"{'type': 'Point', 'coordinates': [-76.886365, 40.949783]}",1,web,2,2006.0,0.0,Lewisburg
4507,OnePage,-1.5613493,53.3706564,"{'type': 'Point', 'coordinates': [-1.5613493, 53.3706564]}",1,web,2,2009.0,0.0,Birmingham
4508,"LAN Services, LLC",-121.7809943,37.2890158,"{'type': 'Point', 'coordinates': [-121.7809943, 37.2890158]}",1,ecommerce,50,1997.0,0.0,San Jose
4509,River Horse,-1.217092,52.955042,"{'type': 'Point', 'coordinates': [-1.217092, 52.955042]}",1,games_video,3,2007.0,0.0,Wollaton (Nottingham)
4510,Innovative Biosensors,-77.154466,39.110655,"{'type': 'Point', 'coordinates': [-77.154466, 39.110655]}",1,biotech,15,2004.0,18400000.0,Rockville
4511,Kryptiva,-71.932698,45.412456,"{'type': 'Point', 'coordinates': [-71.932698, 45.412456]}",1,software,10,2005.0,0.0,Sherbrooke
4512,TRIRIGA,-115.162279,36.0686005,"{'type': 'Point', 'coordinates': [-115.162279, 36.0686005]}",2,cleantech,214,2000.0,5000000.0,Las Vegas
4513,Exploroo Pty Ltd,153.4375,-28.048422,"{'type': 'Point', 'coordinates': [153.4375, -28.048422]}",1,web,11,2008.0,0.0,"Gold Coast, QLD"
4514,Status Search,-80.190262,25.774252,"{'type': 'Point', 'coordinates': [-80.190262, 25.774252]}",2,search,2,2009.0,0.0,Miami
4515,Expono,10.7387413,59.9138204,"{'type': 'Point', 'coordinates': [10.7387413, 59.9138204]}",1,web,6,2007.0,0.0,Oslo
4516,OySource,-79.466827,43.768816,"{'type': 'Point', 'coordinates': [-79.466827, 43.768816]}",2,mobile,50,1999.0,0.0,Toronto
4517,EdeniQ,-119.368461,36.35198,"{'type': 'Point', 'coordinates': [-119.368461, 36.35198]}",2,other,100,2008.0,83700000.0,Visalia
4518,Go Test It,0.1987426,52.1963733,"{'type': 'Point', 'coordinates': [0.1987426, 52.1963733]}",1,network_hosting,3,2007.0,0.0,Cambridge
4519,WebGravity,-105.136845,39.708411,"{'type': 'Point', 'coordinates': [-105.136845, 39.708411]}",1,ecommerce,10,2003.0,0.0,Lakewood
4520,GottaPark,-122.4011603,37.7868333,"{'type': 'Point', 'coordinates': [-122.4011603, 37.7868333]}",1,web,9,2007.0,600000.0,San Francisco
4521,Davyin Internet Solutions,121.4137257,31.2366983,"{'type': 'Point', 'coordinates': [121.4137257, 31.2366983]}",1,web,20,2007.0,0.0,Shanghai
4522,Ipswitch,-71.262508,42.47218,"{'type': 'Point', 'coordinates': [-71.262508, 42.47218]}",1,software,180,1991.0,0.0,Lexington
4523,FindandSmile,8.4649954,48.9974246,"{'type': 'Point', 'coordinates': [8.4649954, 48.9974246]}",1,web,2,2009.0,0.0,Karlsruhe
4524,Accurate Background,-117.671342,33.670807,"{'type': 'Point', 'coordinates': [-117.671342, 33.670807]}",1,security,250,1997.0,0.0,Irvine
4525,Tunesavvy,-77.2089,39.0183,"{'type': 'Point', 'coordinates': [-77.2089, 39.0183]}",1,other,12,2008.0,0.0,Potomac
4526,Covet Shop,-73.989324,40.72874,"{'type': 'Point', 'coordinates': [-73.989324, 40.72874]}",1,ecommerce,2,2009.0,0.0,New York
4527,Talent Basket,-122.419204,37.775196,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",1,other,3,2008.0,0.0,San Francisco
4528,NannyToYou,-80.3992652,25.6653934,"{'type': 'Point', 'coordinates': [-80.3992652, 25.6653934]}",1,other,17,2005.0,0.0,Miami
4529,ObjectSharp,-79.3748894,43.6422601,"{'type': 'Point', 'coordinates': [-79.3748894, 43.6422601]}",1,consulting,40,2001.0,0.0,Toronto
4530,Meuzer,-121.877636,37.320052,"{'type': 'Point', 'coordinates': [-121.877636, 37.320052]}",1,games_video,3,2009.0,0.0,San Jose
4531,Udorse,-73.986951,40.756054,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}",1,web,3,2009.0,500000.0,New York
4532,Soho Properties,100.5517604,13.7424752,"{'type': 'Point', 'coordinates': [100.5517604, 13.7424752]}",2,consulting,15,2004.0,0.0,Bangkok
4533,YesOrNow,2.336453,48.882769,"{'type': 'Point', 'coordinates': [2.336453, 48.882769]}",1,web,3,2009.0,0.0,Paris
4534,Waymedia,11.4077276,44.5143838,"{'type': 'Point', 'coordinates': [11.4077276, 44.5143838]}",1,mobile,14,2005.0,0.0,Bologna
4535,Voxmobili,2.3509871,48.8566667,"{'type': 'Point', 'coordinates': [2.3509871, 48.8566667]}",2,public_relations,80,1999.0,0.0,Paris
4536,Zookel,-0.0994596,51.5203268,"{'type': 'Point', 'coordinates': [-0.0994596, 51.5203268]}",1,web,10,2008.0,0.0,London
4537,Planet X Cafe,-75.079527,38.715605,"{'type': 'Point', 'coordinates': [-75.079527, 38.715605]}",1,other,15,1993.0,0.0,Rehoboth Beach
4538,OnMobile,-94.8199662,45.6680631,"{'type': 'Point', 'coordinates': [-94.8199662, 45.6680631]}",1,mobile,1600,2000.0,0.0,Bangalore
4539,Stereomood,12.4834691,41.9251196,"{'type': 'Point', 'coordinates': [12.4834691, 41.9251196]}",1,music,12,2009.0,0.0,Rome
4540,HURRYCAM,2.3509871,48.8566667,"{'type': 'Point', 'coordinates': [2.3509871, 48.8566667]}",1,web,5,2009.0,0.0,Paris
4541,Pathway Genomics,-117.218164,32.902576,"{'type': 'Point', 'coordinates': [-117.218164, 32.902576]}",1,biotech,100,2008.0,0.0,San Diego
4542,Bits Republic Technologies,-123.1220569,49.2879712,"{'type': 'Point', 'coordinates': [-123.1220569, 49.2879712]}",1,security,10,2007.0,0.0,Vancouver
4543,Engagement Systems,-94.483334,39.156427,"{'type': 'Point', 'coordinates': [-94.483334, 39.156427]}",1,software,80,2008.0,0.0,Kansas City
4544,Gen-Y Media,-122.376572,37.598478,"{'type': 'Point', 'coordinates': [-122.376572, 37.598478]}",1,advertising,25,2006.0,0.0,Burlingame
4545,Q Care,-84.3143525,34.0552336,"{'type': 'Point', 'coordinates': [-84.3143525, 34.0552336]}",1,other,15,1997.0,0.0,Roswell
4546,isango!,-0.1361616,51.519816,"{'type': 'Point', 'coordinates': [-0.1361616, 51.519816]}",1,web,50,2006.0,8000000.0,London
4547,InboxFox,-89.387091,43.073264,"{'type': 'Point', 'coordinates': [-89.387091, 43.073264]}",1,advertising,3,2005.0,0.0,Madison
4548,Bar Exchange,-0.1525048,51.5395914,"{'type': 'Point', 'coordinates': [-0.1525048, 51.5395914]}",1,web,10,2009.0,0.0,London
4549,Novariant,-121.952239,37.49202,"{'type': 'Point', 'coordinates': [-121.952239, 37.49202]}",4,other,200,1994.0,60500000.0,Fremont
4550,Akond Lab,17.008263,51.0853553,"{'type': 'Point', 'coordinates': [17.008263, 51.0853553]}",1,software,10,2003.0,0.0,Wroclaw
4551,Kloud Mobile,-80.1899371,26.0607497,"{'type': 'Point', 'coordinates': [-80.1899371, 26.0607497]}",1,mobile,10,2009.0,0.0,Fort Lauderdale
4552,Nirvana,-73.5673333,45.5058782,"{'type': 'Point', 'coordinates': [-73.5673333, 45.5058782]}",1,software,3,2009.0,0.0,Montreal
4553,RxVantage,-118.3814329,34.030479,"{'type': 'Point', 'coordinates': [-118.3814329, 34.030479]}",1,enterprise,15,2008.0,2750000.0,Culver City
4554,Finest Expert,-122.419204,37.775196,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",1,web,3,2009.0,0.0,San Francisco
4555,ke Solutions,-80.4176542,26.1379914,"{'type': 'Point', 'coordinates': [-80.4176542, 26.1379914]}",1,ecommerce,10,2004.0,0.0,Weston
4556,MoSync,18.058421,59.3393945,"{'type': 'Point', 'coordinates': [18.058421, 59.3393945]}",1,mobile,23,2004.0,0.0,STOCKHOLM
4557,Buddingup,-80.534491,43.477552,"{'type': 'Point', 'coordinates': [-80.534491, 43.477552]}",1,web,2,2009.0,0.0,Waterloo
4558,Netsize,2.288319,48.8943115,"{'type': 'Point', 'coordinates': [2.288319, 48.8943115]}",8,mobile,250,1998.0,16800000.0,Meudon  (Paris)
4559,One Simple Move,-122.402922,37.800482,"{'type': 'Point', 'coordinates': [-122.402922, 37.800482]}",1,web,4,2008.0,0.0,San Francisco
